numbers,pokedex_number,name,hp,attack,defense,sp_attack,sp_defense,speed,generation,is_legendary,icon,type1,type2,height_m,weight_kgs
792,703,Carbink,50,50,150,50,150,50,6,False,http://cdn.bulbagarden.net/upload/5/5b/703MS.png,Rock,Fairy,0.3,5.7
793,704,Goomy,45,50,35,55,75,40,6,False,http://cdn.bulbagarden.net/upload/5/5d/704MS.png,Dragon,,0.3,2.8
794,705,Sliggoo,68,75,53,83,113,60,6,False,http://cdn.bulbagarden.net/upload/b/b9/705MS.png,Dragon,,0.8,17.5
795,706,Goodra,90,100,70,110,150,80,6,False,http://cdn.bulbagarden.net/upload/3/3c/706MS.png,Dragon,,2.0,150.5
796,707,Klefki,57,80,91,80,87,75,6,False,http://cdn.bulbagarden.net/upload/2/21/707MS.png,Steel,Fairy,0.2,3.0
797,708,Phantump,43,70,48,50,60,38,6,False,http://cdn.bulbagarden.net/upload/e/e2/708MS.png,Ghost,Grass,0.4,7.0
798,709,Trevenant,85,110,76,65,82,56,6,False,http://cdn.bulbagarden.net/upload/f/ff/709MS.png,Ghost,Grass,1.5,71.0
799,710,Pumpkaboo (Average Size),49,66,70,44,55,51,6,False,https://cdn.bulbagarden.net/upload/5/5e/710MS.png,Ghost,Grass,0.4,5.0
800,710,Pumpkaboo (Large Size),54,66,70,44,55,46,6,False,https://cdn.bulbagarden.net/upload/5/5e/710MS.png,Ghost,Grass,0.5,7.5
802,710,Pumpkaboo (Small Size),44,66,70,44,55,56,6,False,http://cdn.bulbagarden.net/upload/5/5e/710MS.png,Ghost,Grass,0.4,5.0
801,710,Pumpkaboo (Super Size),59,66,70,44,55,41,6,False,https://cdn.bulbagarden.net/upload/5/5e/710MS.png,Ghost,Grass,0.8,15.0
804,711,Gourgeist (Average Size),65,90,122,58,75,6,False,https://cdn.bulbagarden.net/upload/f/f9/711MS.png,Ghost,Grass,0.9,12.5,
805,711,Gourgeist (Large Size),75,95,122,58,75,69,6,False,https://cdn.bulbagarden.net/upload/f/f9/711MS.png,Ghost,Grass,1.1,14.0
803,711,Gourgeist (Small Size),55,85,122,58,75,99,6,False,http://cdn.bulbagarden.net/upload/f/f9/711MS.png,Ghost,Grass,0.9,12.5
806,711,Gourgeist (Super Size),85,100,122,58,75,54,6,False,https://cdn.bulbagarden.net/upload/f/f9/711MS.png,Ghost,Grass,1.7,39.0
807,712,Bergmite,55,69,85,32,35,28,6,False,http://cdn.bulbagarden.net/upload/f/fc/712MS.png,Ice,,1.0,99.5
808,713,Avalugg,95,117,184,44,46,28,6,False,http://cdn.bulbagarden.net/upload/5/53/713MS.png,Ice,,2.0,505.0
809,714,Noibat,40,30,35,45,40,55,6,False,http://cdn.bulbagarden.net/upload/d/d0/714MS.png,Flying,Dragon,0.5,8.0
810,715,Noivern,85,70,80,97,80,123,6,False,http://cdn.bulbagarden.net/upload/4/4f/715MS.png,Flying,Dragon,1.5,85.0
811,716,Xerneas,126,131,95,131,98,99,6,True,http://cdn.bulbagarden.net/upload/4/45/716MS.png,Fairy,,3.0,215.0
812,717,Yveltal,126,131,95,131,98,99,6,True,http://cdn.bulbagarden.net/upload/c/c1/717MS.png,Dark,Flying,5.8,203.0
814,718,Zygarde (10% Forme),54,100,71,61,85,115,6,True,https://cdn.bulbagarden.net/upload/3/39/718TMS.png,Dragon,Ground,1.2,33.5
815,718,Zygarde (50% Forme),108,100,121,81,95,95,6,True,http://cdn.bulbagarden.net/upload/0/02/718MS.png,Dragon,Ground,5.0,305.0
813,718,Zygarde (Complete Forme),216,100,121,91,95,85,6,True,https://cdn.bulbagarden.net/upload/4/4e/718CMS.png,Dragon,Ground,4.5,610.0
817,719,Diancie,50,100,150,100,150,50,6,True,http://cdn.bulbagarden.net/upload/5/53/719MS.png,Rock,Fairy,0.7,8.8
816,719,Diancie (Mega Diancie),50,160,110,160,110,110,6,True,https://cdn.bulbagarden.net/upload/a/ae/719MMS.png,Psychic,Dark,6.5,490.0
818,720,Hoopa (Hoopa Confined),80,110,60,150,130,70,6,True,http://cdn.bulbagarden.net/upload/d/d0/720MS.png,Psychic,Ghost,0.5,9.0
819,720,Hoopa (Hoopa Unbound),80,160,60,170,130,80,6,True,https://cdn.bulbagarden.net/upload/6/64/720UMS.png,Rock,Fairy,1.1,27.8
820,721,Volcanion,80,110,120,130,90,70,6,True,http://cdn.bulbagarden.net/upload/e/e4/721MS.png,Fire,Water,1.7,195.0
821,722,Rowlet,68,55,55,50,50,42,7,False,http://cdn.bulbagarden.net/upload/4/48/722MS.png,Grass,Flying,0.3,1.5
822,723,Dartrix,78,75,75,70,70,52,7,False,http://cdn.bulbagarden.net/upload/9/95/723MS.png,Grass,Flying,0.7,16.0
823,724,Decidueye,78,107,75,100,100,70,7,False,http://cdn.bulbagarden.net/upload/0/01/724MS.png,Grass,Ghost,1.6,36.6
824,725,Litten,45,65,40,60,40,70,7,False,http://cdn.bulbagarden.net/upload/0/07/725MS.png,Fire,,0.4,4.3
825,726,Torracat,65,85,50,80,50,90,7,False,http://cdn.bulbagarden.net/upload/9/99/726MS.png,Fire,,0.7,25.0
826,727,Incineroar,95,115,90,80,90,60,7,False,http://cdn.bulbagarden.net/upload/5/58/727MS.png,Fire,Dark,1.8,83.0
827,728,Popplio,50,54,54,66,56,40,7,False,http://cdn.bulbagarden.net/upload/0/02/728MS.png,Water,,0.4,7.5
828,729,Brionne,60,69,69,91,81,50,7,False,http://cdn.bulbagarden.net/upload/6/6c/729MS.png,Water,,0.6,17.5
829,730,Primarina,80,74,74,126,116,60,7,False,http://cdn.bulbagarden.net/upload/9/9b/730MS.png,Water,Fairy,1.8,44.0
830,731,Pikipek,35,75,30,30,30,65,7,False,http://cdn.bulbagarden.net/upload/a/a5/731MS.png,Normal,Flying,0.3,1.2
831,732,Trumbeak,55,85,50,40,50,75,7,False,http://cdn.bulbagarden.net/upload/7/79/732MS.png,Normal,Flying,0.6,14.8
832,733,Toucannon,80,120,75,75,75,60,7,False,http://cdn.bulbagarden.net/upload/c/c5/733MS.png,Normal,Flying,1.1,26.0
833,734,Yungoos,48,70,30,30,30,45,7,False,http://cdn.bulbagarden.net/upload/f/f2/734MS.png,Normal,,0.4,6.0
834,735,Gumshoos,88,110,60,55,60,45,7,False,http://cdn.bulbagarden.net/upload/e/e2/735MS.png,Normal,,0.7,14.2
835,736,Grubbin,47,62,45,55,45,46,7,False,http://cdn.bulbagarden.net/upload/b/b5/736MS.png,Bug,,0.4,4.4
836,737,Charjabug,57,82,95,55,75,36,7,False,http://cdn.bulbagarden.net/upload/7/7e/737MS.png,Bug,Electric,0.5,10.5
837,738,Vikavolt,77,70,90,145,75,43,7,False,http://cdn.bulbagarden.net/upload/e/e6/738MS.png,Bug,Electric,1.5,45.0
838,739,Crabrawler,47,82,57,42,47,63,7,False,http://cdn.bulbagarden.net/upload/1/1a/739MS.png,Fighting,,0.6,7.0
839,740,Crabominable,97,132,77,62,67,43,7,False,http://cdn.bulbagarden.net/upload/2/28/740MS.png,Fighting,Ice,1.7,180.0
840,741,Oricorio,75,70,70,98,70,93,7,False,http://cdn.bulbagarden.net/upload/7/72/741MS.png,Fire,Flying,0.6,3.4
841,742,Cutiefly,40,45,40,55,40,84,7,False,http://cdn.bulbagarden.net/upload/5/57/742MS.png,Bug,Fairy,0.1,0.2
842,743,Ribombee,60,55,60,95,70,124,7,False,http://cdn.bulbagarden.net/upload/1/18/743MS.png,Bug,Fairy,0.2,0.5
843,744,Rockruff,45,65,40,30,40,60,7,False,http://cdn.bulbagarden.net/upload/f/f8/744MS.png,Rock,,0.5,9.2
845,745,Lycanroc (Dusk Form),75,117,65,55,65,110,7,False,https://cdn.bulbagarden.net/upload/9/9a/745DMS.png,Rock,,0.8,25.0
846,745,Lycanroc (Midday Form),75,115,65,55,65,112,7,False,http://cdn.bulbagarden.net/upload/b/b3/745MS.png,Rock,,0.8,25.0
844,745,Lycanroc (Midnight Form),85,115,75,55,75,82,7,False,https://cdn.bulbagarden.net/upload/f/fa/745MnMS.png,Rock,,1.1,25.0
848,746,Wishiwashi (School Form),45,140,130,140,135,30,7,False,https://cdn.bulbagarden.net/upload/b/b6/746ScMS.png,Water,,8.2,78.6
847,746,Wishiwashi (Solo Form),45,20,20,25,25,40,7,False,http://cdn.bulbagarden.net/upload/0/0f/746MS.png,Water,,0.2,0.3
849,747,Mareanie,50,53,62,43,52,45,7,False,http://cdn.bulbagarden.net/upload/7/74/747MS.png,Poison,Water,0.4,8.0
850,748,Toxapex,50,63,152,53,142,35,7,False,http://cdn.bulbagarden.net/upload/1/1b/748MS.png,Poison,Water,0.7,14.5
851,749,Mudbray,70,100,70,45,55,45,7,False,http://cdn.bulbagarden.net/upload/0/06/749MS.png,Ground,,1.0,110.0
852,750,Mudsdale,100,125,100,55,85,35,7,False,http://cdn.bulbagarden.net/upload/6/68/750MS.png,Ground,,2.5,920.0
853,751,Dewpider,38,40,52,40,72,27,7,False,http://cdn.bulbagarden.net/upload/e/ee/751MS.png,Water,Bug,0.3,4.0
854,752,Araquanid,68,70,92,50,132,42,7,False,http://cdn.bulbagarden.net/upload/8/80/752MS.png,Water,Bug,1.8,82.0
855,753,Fomantis,40,55,35,50,35,35,7,False,http://cdn.bulbagarden.net/upload/d/d9/753MS.png,Grass,,0.3,1.5
856,754,Lurantis,70,105,90,80,90,45,7,False,http://cdn.bulbagarden.net/upload/9/95/754MS.png,Grass,,0.9,18.5
857,755,Morelull,40,35,55,65,75,15,7,False,http://cdn.bulbagarden.net/upload/5/5f/755MS.png,Grass,Fairy,0.2,1.5
858,756,Shiinotic,60,45,80,90,100,30,7,False,http://cdn.bulbagarden.net/upload/6/68/756MS.png,Grass,Fairy,1.0,11.5
859,757,Salandit,48,44,40,71,40,77,7,False,http://cdn.bulbagarden.net/upload/f/f2/757MS.png,Poison,Fire,0.6,4.8
860,758,Salazzle,68,64,60,111,60,117,7,False,http://cdn.bulbagarden.net/upload/c/c8/758MS.png,Poison,Fire,1.2,22.2
861,759,Stufful,70,75,50,45,50,50,7,False,http://cdn.bulbagarden.net/upload/9/9f/759MS.png,Normal,Fighting,0.5,6.8
862,760,Bewear,120,125,80,55,60,60,7,False,http://cdn.bulbagarden.net/upload/0/06/760MS.png,Normal,Fighting,2.1,135.0
863,761,Bounsweet,42,30,38,30,38,32,7,False,http://cdn.bulbagarden.net/upload/2/2a/761MS.png,Grass,,0.3,3.2
864,762,Steenee,52,40,48,40,48,62,7,False,http://cdn.bulbagarden.net/upload/1/15/762MS.png,Grass,,0.7,8.2
865,763,Tsareena,72,120,98,50,98,72,7,False,http://cdn.bulbagarden.net/upload/3/31/763MS.png,Grass,,1.2,21.4
866,764,Comfey,51,52,90,82,110,100,7,False,http://cdn.bulbagarden.net/upload/3/3c/764MS.png,Fairy,,0.1,0.3
867,765,Oranguru,90,60,80,90,110,60,7,False,http://cdn.bulbagarden.net/upload/c/cd/765MS.png,Normal,Psychic,1.5,76.0
868,766,Passimian,100,120,90,40,60,80,7,False,http://cdn.bulbagarden.net/upload/4/41/766MS.png,Fighting,,2.0,82.8
869,767,Wimpod,25,35,40,20,30,80,7,False,http://cdn.bulbagarden.net/upload/e/ef/767MS.png,Bug,Water,0.5,12.0
870,768,Golisopod,75,125,140,60,90,40,7,False,http://cdn.bulbagarden.net/upload/6/6d/768MS.png,Bug,Water,2.0,108.0
871,769,Sandygast,55,55,80,70,45,15,7,False,http://cdn.bulbagarden.net/upload/f/fb/769MS.png,Ghost,Ground,0.5,70.0
872,770,Palossand,85,75,110,100,75,35,7,False,http://cdn.bulbagarden.net/upload/d/d4/770MS.png,Ghost,Ground,1.3,250.0
873,771,Pyukumuku,55,60,130,30,130,5,7,False,http://cdn.bulbagarden.net/upload/3/3d/771MS.png,Water,,0.3,1.2
874,772,Type: Null,95,95,95,95,95,59,7,False,http://cdn.bulbagarden.net/upload/3/37/772MS.png,Normal,,1.9,120.5
875,773,Silvally,95,95,95,95,95,95,7,False,http://cdn.bulbagarden.net/upload/0/05/773MS.png,Normal,,2.3,100.5
877,774,Minior (Core Form),60,100,60,100,60,120,7,False,https://cdn.bulbagarden.net/upload/a/a5/774RMS.png,Rock,Flying,0.3,0.3
876,774,Minior (Meteor Form),60,60,100,60,100,60,7,False,http://cdn.bulbagarden.net/upload/d/d6/774MS.png,Rock,Flying,0.3,40.0
878,775,Komala,65,115,65,75,95,65,7,False,http://cdn.bulbagarden.net/upload/a/ab/775MS.png,Normal,,0.4,19.9
879,776,Turtonator,60,78,135,91,85,36,7,False,http://cdn.bulbagarden.net/upload/5/50/776MS.png,Fire,Dragon,2.0,212.0
880,777,Togedemaru,65,98,63,40,73,96,7,False,http://cdn.bulbagarden.net/upload/1/16/777MS.png,Electric,Steel,0.3,3.3
881,778,Mimikyu,55,90,80,50,105,96,7,False,http://cdn.bulbagarden.net/upload/6/6f/778MS.png,Ghost,Fairy,0.2,0.7
882,779,Bruxish,68,105,70,70,70,92,7,False,http://cdn.bulbagarden.net/upload/1/1b/779MS.png,Water,Psychic,0.9,19.0
883,780,Drampa,78,60,85,135,91,36,7,False,http://cdn.bulbagarden.net/upload/a/a0/780MS.png,Normal,Dragon,3.0,185.0
884,781,Dhelmise,70,131,100,86,90,40,7,False,http://cdn.bulbagarden.net/upload/9/95/781MS.png,Ghost,Grass,3.9,210.0
885,782,Jangmo-o,45,55,65,45,45,45,7,False,http://cdn.bulbagarden.net/upload/4/4d/782MS.png,Dragon,,0.6,29.7
886,783,Hakamo-o,55,75,90,65,70,65,7,False,http://cdn.bulbagarden.net/upload/d/d4/783MS.png,Dragon,Fighting,1.2,47.0
887,784,Kommo-o,75,110,125,100,105,85,7,False,http://cdn.bulbagarden.net/upload/2/27/784MS.png,Dragon,Fighting,1.6,78.2
888,785,Tapu Koko,70,115,85,95,75,130,7,True,http://cdn.bulbagarden.net/upload/2/27/785MS.png,Electric,Fairy,1.8,20.5
889,786,Tapu Lele,70,85,75,130,115,95,7,True,http://cdn.bulbagarden.net/upload/e/e1/786MS.png,Psychic,Fairy,1.2,18.6
890,787,Tapu Bulu,70,130,115,85,95,75,7,True,http://cdn.bulbagarden.net/upload/7/78/787MS.png,Grass,Fairy,1.9,45.5
891,788,Tapu Fini,70,75,115,95,130,85,7,True,http://cdn.bulbagarden.net/upload/8/88/788MS.png,Water,Fairy,1.3,21.2
892,789,Cosmog,43,29,31,29,31,37,7,True,http://cdn.bulbagarden.net/upload/b/b9/789MS.png,Psychic,,0.2,0.1
893,790,Cosmoem,43,29,131,29,131,37,7,True,http://cdn.bulbagarden.net/upload/7/73/790MS.png,Psychic,,0.1,999.9
894,791,Solgaleo,137,137,107,113,89,97,7,True,http://cdn.bulbagarden.net/upload/a/af/791MS.png,Psychic,Steel,3.4,230.0
895,792,Lunala,137,113,89,137,107,97,7,True,http://cdn.bulbagarden.net/upload/7/76/792MS.png,Psychic,Ghost,4.0,120.0
896,793,Nihilego,109,53,47,127,131,103,7,True,http://cdn.bulbagarden.net/upload/f/f0/793MS.png,Rock,Poison,1.2,55.5
897,794,Buzzwole,107,139,139,53,53,79,7,True,http://cdn.bulbagarden.net/upload/0/0a/794MS.png,Bug,Fighting,2.4,333.6
898,795,Pheromosa,71,137,37,137,37,151,7,True,http://cdn.bulbagarden.net/upload/1/15/795MS.png,Bug,Fighting,1.8,25.0
899,796,Xurkitree,83,89,71,173,71,83,7,True,http://cdn.bulbagarden.net/upload/9/9f/796MS.png,Electric,,3.8,100.0
900,797,Celesteela,97,101,103,107,101,61,7,True,http://cdn.bulbagarden.net/upload/6/62/797MS.png,Steel,Flying,9.2,999.9
901,798,Kartana,59,181,131,59,31,109,7,True,http://cdn.bulbagarden.net/upload/6/69/798MS.png,Grass,Steel,0.3,0.1
902,799,Guzzlord,223,101,53,97,53,43,7,True,http://cdn.bulbagarden.net/upload/3/3e/799MS.png,Dark,Dragon,5.5,888.0
905,800,Necrozma,97,107,101,127,89,79,7,True,http://cdn.bulbagarden.net/upload/a/a4/800MS.png,Psychic,,2.4,230.0
906,800,Necrozma (Dawn Wings),97,113,109,157,127,77,7,True,https://cdn.bulbagarden.net/upload/3/31/800DWMS.png,Psychic,Ghost,4.2,350.0
903,800,Necrozma (Dusk Mane),97,157,127,113,109,77,7,True,https://cdn.bulbagarden.net/upload/a/a2/800DMMS.png,Psychic,Steel,3.8,460.0
904,800,Necrozma (Ultra Necrozma),97,167,97,167,97,129,7,True,https://cdn.bulbagarden.net/upload/8/83/800UMS.png,Psychic,Dragon,7.5,230.0
907,801,Magearna,80,95,115,130,115,65,7,True,http://cdn.bulbagarden.net/upload/2/20/801MS.png,Steel,Fairy,1.0,80.5
908,802,Marshadow,90,125,80,90,90,125,7,True,https://cdn.bulbagarden.net/upload/2/2a/802MS.png,Fighting,Ghost,0.7,22.2
909,803,Poipole,67,73,67,73,67,73,7,True,https://cdn.bulbagarden.net/upload/0/08/803MS.png,Poison,,0.6,1.8
910,804,Naganadel,73,73,73,127,73,121,7,True,https://cdn.bulbagarden.net/upload/7/7a/804MS.png,Poison,Dragon,3.6,150.0
911,805,Stakataka,61,131,211,53,101,13,7,True,https://cdn.bulbagarden.net/upload/5/55/805MS.png,Rock,Steel,5.5,820.0
912,806,Blacephalon,53,127,53,151,79,107,7,True,https://cdn.bulbagarden.net/upload/8/8d/806MS.png,Fire,Ghost,1.8,13.0
913,807,Zeraora,88,112,75,102,80,143,7,True,https://cdn.bulbagarden.net/upload/f/ff/807MS.png,Electric,,1.5,44.5
914,808,Meltan,46,65,65,55,35,34,7,True,https://cdn.bulbagarden.net/upload/3/34/808MS.png,Steel,,0.2,8.0
915,809,Melmetal,135,143,143,80,65,34,7,True,https://cdn.bulbagarden.net/upload/f/f1/809MS.png,Steel,,2.5,800.0
